"","TITLE","AUTHORS","PMID","YEAR","DOI","JOURNAL","LANGUAGE","COUNTRY","ABSTRACT"
"303","Phagocytosis-dependent activation of a TLR9-BTK-calcineurin-NFAT pathway co-ordinates innate immunity to Aspergillus fumigatus.","Herbst, S","25637383",2015,"10.15252/emmm.201404556","EMBO Mol Med","eng","United Kingdom","Transplant recipients on calcineurin inhibitors are at high risk of invasive fungal infection. Understanding how calcineurin inhibitors impair fungal immunity is a key priority for defining risk of infection. Here  we show that the calcineurin inhibitor tacrolimus impairs clearance of the major mould pathogen Aspergillus fumigatus from the airway  by inhibiting macrophage inflammatory responses. This leads to defective early neutrophil recruitment and fungal clearance. We confirm these findings in zebrafish  showing an evolutionarily conserved role for calcineurin signalling in neutrophil recruitment during inflammation. We find that calcineurin-NFAT activation is phagocytosis dependent and collaborates with NF-<U+03BA>B for TNF-a production. For yeast zymosan particles  activation of macrophage calcineurin-NFAT occurs via the phagocytic Dectin-1-spleen tyrosine kinase pathway  but for A. fumigatus  activation occurs via a phagosomal TLR9-dependent and Bruton's tyrosine kinase-dependent signalling pathway that is independent of MyD88. We confirm the collaboration between NFAT and NF-<U+03BA>B for TNF-a production in primary alveolar macrophages. These observations identify inhibition of a newly discovered macrophage TLR9-BTK-calcineurin-NFAT signalling pathway as a key immune defect that leads to organ transplant-related invasive aspergillosis."
"304","Invasive aspergillosis in neutropenic patients during hospital renovation: effectiveness of mechanical preventive measures in a prospective cohort of 438 patients.","Loschi, M","25637199",2015,"10.1007/s11046-015-9865-6","Mycopathologia","eng","Netherlands","                 Label=""BACKGROUND"" NlmCategory=""BACKGROUND"":Aspergillus species are the main cause of invasive fungal disease for patients with severe and prolonged neutropenia. Building or renovation works have been shown as one of the major causes of outbreaks of aspergillosis.                 Label=""OBJECTIVES"" NlmCategory=""OBJECTIVE"":This study aimed to assess the effectiveness of introduction and adaptation by air sampling of mechanical preventive measures on the incidence of invasive pulmonary aspergillosis in neutropenic patients during hospital renovation.                 Label=""PATIENTS"" NlmCategory=""METHODS"":All of the patients admitted for prolonged and severe neutropenia during a renovation period from 2003 to 2008 were prospectively enrolled. Invasive pulmonary aspergillosis (IPA) cases were classified as possible  probable  and proven  according to the 2008 European Organization for Research and Treatment of Cancer/Invasive Fungal Infections Cooperative Group and the National Institute of Allergy and Infectious Diseases Mycoses Study Group (EORTC/MSG) Consensus Group criteria. The effectiveness of preventive measures was determined by air sampling.                 Label=""RESULTS"" NlmCategory=""RESULTS"":We recorded 705 hospitalizations for neutropenia concerning 438 patients. The majority of hospitalized neutropenic patients was treated for acute leukemia (38.3 %)  followed by patients suffering from non-Hodgkin and Hodgkin lymphomas (33 %). The total cumulative incidence of probable and proven IPA was 4.1 %. Risk factors for developing IPA were underlying disease  treatment course at the time of hospitalization  and the mean duration of hospitalization and of neutropenia.                 Label=""CONCLUSIONS"" NlmCategory=""CONCLUSIONS"":In this prospective study  the incidence of invasive pulmonary aspergillosis did not increase in neutropenic patients during a renovation period because of efficient mechanical preventive measures systematically adjusted using the results of air sampling. "
"305","Risk of invasive fungal infection in patients affected by acute promyelocytic leukaemia. A report by the SEIFEM-D registry.","Pagano, L","25626374",2015,"10.1111/bjh.13308","Br J Haematol","eng","England",""
"306","Epidemiology of invasive fungal infections in lung transplant recipients on long-term azole antifungal prophylaxis.","Chong, PP","25604399",2015,"10.1111/ctr.12516","Clin Transplant","eng","Denmark","Lung transplant recipients (LTR) at our institution receive prolonged and mostly lifelong azole antifungal (AF) prophylaxis. The impact of this prophylactic strategy on the epidemiology and outcome of invasive fungal infections (IFI) is unknown. This was a single-center  retrospective cohort study. We reviewed the medical records of all adult LTR from January 2002 to December 2011. Overall  16.5% (15 of 91) of patients who underwent lung transplantation during this time period developed IFI. Nineteen IFI episodes were identified (eight proven  11 probable)  89% (17 of 19) of which developed during AF prophylaxis. LTR with idiopathic pulmonary fibrosis were more likely to develop IFI (HR: 4.29; 95% CI: 1.15-15.91; p = 0.03). A higher hazard of mortality was observed among those who developed IFI  although this was not statistically significant (hazard ratio [HR]: 1.71; 95% confidence interval [CI] [0.58-4.05]; p = 0.27). Aspergillus fumigatus was the most common cause of IFI (45%)  with pulmonary parenchyma being the most common site of infection. None of our patients developed disseminated invasive aspergillosis  cryptococcal or endemic fungal infections. IFI continue to occur in LTR  and the eradication of IFI appears to be challenging even with prolonged prophylaxis. Azole resistance is uncommon despite prolonged AF exposure. "
"307","Risk factors for invasive mold diseases in allogeneic hematopoietic cell transplant recipients.","Atalla, A","25573063",2015,"10.1111/tid.12328","Transpl Infect Dis","eng","Denmark","                 Label=""BACKGROUND"" NlmCategory=""BACKGROUND"":The epidemiology of and risk factors for invasive mold disease (IMD) among allogeneic hematopoietic cell transplant (HCT) recipients may vary according to the region. In this study  we sought to evaluate risk factors for IMD in our patient population.                 Label=""METHODS"" NlmCategory=""METHODS"":Between May 2007 and July 2009  all HCT recipients from 8 Brazilian centers were followed prospectively until 1 year post transplant. Cases of IMD were classified as early (before day +40) or late (after day +40). Patients with IMD (cases) were compared with controls (patients without IMD) using univariate and multivariate Cox regression analysis.                 Label=""RESULTS"" NlmCategory=""RESULTS"":Among 345 HCT recipients  28 IMDs were diagnosed. Risk factors for early IMD were acute myeloid leukemia (hazard ratio [HR] 2.95  95% confidence interval [95% CI] 1.13-7.68  P = 0.03) and transplant with a human leukocyte antigen-mismatched donor (HR 3.38  95% CI 1.18-9.68  P = 0.02)  and for late IMD risk factors were lymphoma (HR 8.49  95% CI 2.35-30.68  P = 0.001)  cytomegalovirus reactivation (HR 5.51  95% CI 1.15-26.47  P = 0.03)  and neutropenia (HR 3.49  95% CI 1.01-12.13  P = 0.049).                 Label=""CONCLUSION"" NlmCategory=""CONCLUSIONS"":The variables identified in this study may help to define risk groups  and to tailor special preventive measures to patients at higher risk to develop IMD. "
"308","Invasive pulmonary aspergillosis in patients with influenza infection: report of two cases and systematic review of the literature.","Alshabani, K","25547335",2014,"10.1586/17476348.2015.996132","Expert Rev Respir Med","eng","England","Superinfection or coinfections are major causes of morbidity and mortality in patients with influenza. There are limited data on invasive pulmonary aspergillosis (IPA) in this setting. We conducted a systematic review of the literature for patients with IPA following influenza infection. A total of 68 patients (two reported from our institution and 66 identified by literature review) were analyzed. The majority of patients had underlying comorbid illnesses. Overall  the mortality rate in this cohort was 47%. On multivariate analysis  H1N1 infection was associated with better outcome (odds ratio [OR]: 0.19; 95% CI: 0.05-0.67; p = 0.010)  whereas corticosteroid therapy during hospitalization was associated with worse outcome (OR: 13.5; 95% CI: 3.65-49.67; p &lt; 0.0001). In conclusion  IPA is an emerging serious infection in patients with influenza. A high index of suspicion is necessary for the timely identification and treatment of these patients. "
"309","Fungal infections in liver transplant patients admitted to the intensive care unit.","Marzaban, R","25529380",2014,"10.12659/AOT.892132","Ann Transplant","eng","United States","                 Label=""BACKGROUND"" NlmCategory=""BACKGROUND"":Fungal infections have a significant impact on patient survival after liver transplantation  mostly caused by Candida and Aspergillus. The clinical manifestations vary  and range from colonization  active local infection  to severe invasive form. A high degree of suspicion is required for the early diagnosis and  accordingly  the optimal management of these infections. This study aimed to evaluate fungal infection in the Intensive care Unit (ICU) in admitted liver transplant patients  focussing of etiologic agent  clinical/laboratory presentation (including mortality)  and risk factors.                 Label=""MATERIAL AND METHODS"" NlmCategory=""METHODS"":This retrospective study included living related liver transplanted patients admitted to the ICU. Clinical data was collected  thorough clinical evaluation was done  and laboratory tests were performed. Microbiological examination detecting the presence of fungus in various samples  using cultures and serology  and imaging investigations were carried out in all patients.                 Label=""RESULTS"" NlmCategory=""RESULTS"":This study included 23 cases of ICU-admitted liver transplant patients who were diagnosed with fungal infection. Candida was the most common fungal infection and occurred at a mean of 2 months after transplantation; while Aspergillus was less common and occurred later with worse laboratory findings. Invasive fungal infection constituted 43% of the diagnosed cases. Difference in mortality between Aspergillus and Candida was insignificant  as was difference between patients with and without fungal infection.                 Label=""CONCLUSIONS"" NlmCategory=""CONCLUSIONS"":Fungal infection among LT patients was common  including the invasive forms. "
"310","Consensus guidelines for implementation of quality processes to prevent invasive fungal disease and enhanced surveillance measures during hospital building works, 2014.","Chang, CC","25482747",2014,"10.1111/imj.12601","Intern Med J","eng","Australia","Healthcare-associated fungal outbreaks impose a substantial economic burden on the health system and typically result in high patient morbidity and mortality  particularly in the immunocompromised host. As the population at risk of invasive fungal infection continues to grow due to the increased burden of cancer and related factors  the need for hospitals to employ preventative measures has become increasingly important. These guidelines outline the standard quality processes hospitals need to accommodate into everyday practice and at times of healthcare-associated outbreak  including the role of antifungal stewardship programmes and best practice environmental sampling. Specific recommendations are also provided to help guide the planning and implementation of quality processes and enhanced surveillance before  during and after high-risk activities  such as hospital building works. Areas in which information is still lacking and further research is required are also highlighted. "
"311","Septic-Metastasizing Aspergillus-Encephalitis Mimicking Massive Cerebral Infarction in a Heart Transplant Recipient: A Case Report.","Ballázs, C","25476237",2014,"10.6002/ect.2014.0115","Exp Clin Transplant","eng","Turkey","Invasive fungal infection after solid-organ transplantation is known as a severe complication and carries with it a high risk of infection-related mortality. Among patients after heart transplant Aspergillus species most often cause atypical pneumonia. The incidence of invasive aspergillosis after heart transplant has been reported from 3% to 14%. It is the opportunistic pathogen with the highest mortality  ranging from 50% to 80%. Prompt antifungal therapy is crucial  but rapid diagnostic procedures with sufficient sensitivity and specificity are lacking at the moment. We present a rare case of a patient with massive metastasizing invasive aspergillosis within 1 month after heart transplant  undetected before death."
"312","Host genetics of invasive Aspergillus and Candida infections.","Wójtowicz, A","25404122",2014,"10.1007/s00281-014-0468-y","Semin Immunopathol","eng","Germany","Invasive candidiasis and aspergillosis are major complications in surgical and onco-hematological patients  and still associated with an important morbidity and mortality. A large number of studies highlighted the potential role of host genetic polymorphisms that may influence susceptibility to fungal pathogens  but many were limited by insufficient statistical power  problematic design  and/or lack of replication. However  some relevant polymorphisms are now emerging from well-conducted studies whose associations have been replicated and/or are supported by strong biological evidence. Such polymorphisms together with other biomarkers may play a role in the prediction  diagnosis  and management of severe fungal infections in high-risk patients in the coming years. "
"313","The clinical spectrum of pulmonary aspergillosis.","Kosmidis, C","25354514",2014,"10.1136/thoraxjnl-2014-206291","Thorax","eng","England","The clinical presentation of Aspergillus lung disease is determined by the interaction between fungus and host. Invasive aspergillosis develops in severely immunocompromised patients  including those with neutropenia  and increasingly in the non-neutropenic host  including lung transplant recipients  the critically ill patients and patients on steroids. A high index of suspicion is required in patients without the classical risk factors as early presentation is usually silent and non-specific  pyrexia uncommon and timely treatment is crucial for survival. Invasive aspergillosis has also been diagnosed in normal hosts after massive exposure to fungal spores. Chronic pulmonary aspergillosis affects patients without obvious immune compromise  but with an underlying lung condition such as COPD or sarcoidosis  prior or concurrent TB or non-tuberculous mycobacterial disease. Aspergillus bronchitis may be responsible for persistent respiratory symptoms in patients with Aspergillus detected repeatedly in sputum without evidence of parenchymal Aspergillus disease  especially in patients with bronchiectasis and cystic fibrosis. Allergic bronchopulmonary aspergillosis affects patients with asthma and cystic fibrosis  and is important to recognise as permanent lung or airways damage may accrue if untreated. Changes in the classification of Aspergillus allergic lung disease have been proposed recently. Cases of extrinsic allergic alveolitis and chronic pulmonary aspergillosis have been observed after Aspergillus exposure. Asymptomatic colonisation of the respiratory tract needs close monitoring as it can lead to clinical disease especially with ongoing immunosuppression. The various syndromes should be viewed as a semicontinuous spectrum of disease and one form may evolve into another depending on the degree of ongoing immunosuppression. "
"314","Fungal and viral infections after allogeneic hematopoietic transplantation from unrelated donors in adults: improving outcomes over time.","Parody, R","25347007",2014,"10.1038/bmt.2014.229","Bone Marrow Transplant","eng","England","Umbilical cord blood (CB) is increasingly used as an alternative source of stem cells in adult unrelated transplantation. Although registry studies report similar overall outcomes in comparison with BM/PB  comparative studies focusing on severe infections and infection-RM (IRM) with a long follow-up are scarce. A total of 434 consecutive unrelated transplants (1997-2009) were retrospectively analyzed to compare overall outcomes  incidence and risk factors of severe viral and invasive fungal infections in CB (n=65) vs BM/PB recipients (n=369). The 5-year OS was 38 vs 43%  respectively (P=0.2). CB transplantation (CBT) was associated with a higher risk of invasive aspergillosis (100-days-cumulative incidence 16 vs 6%  P=0.04) and CMV infection without differences in RM. No statistically significant differences were found regarding NRM (NRM of 38% in CB vs 37% in BM/PB at 1 year) nor IRM (30% in CB vs 27% in BM/PB at 1 year). In the overall population  NRM and IRM improved in more recent years. In adults who receive a single CBT  the risk of severe infections is increased when compared with unrelated BM/PB recipients  but mortality from infections is similar  leading to similar NRM and survival. "
"315","A breath fungal secondary metabolite signature to diagnose invasive aspergillosis.","Koo, S","25342502",2014,"10.1093/cid/ciu725","Clin Infect Dis","eng","United States","                 Label=""BACKGROUND"" NlmCategory=""BACKGROUND"":Invasive aspergillosis (IA) remains a leading cause of mortality in immunocompromised patients  in part due to the difficulty of diagnosing this infection.                 Label=""METHODS"" NlmCategory=""METHODS"":Using thermal desorption-gas chromatography/mass spectrometry  we characterized the in vitro volatile metabolite profile of Aspergillus fumigatus  the most common cause of IA  and other pathogenic aspergilli. We prospectively collected breath samples from patients with suspected invasive fungal pneumonia from 2011 to 2013  and assessed whether we could discriminate patients with proven or probable IA from patients without aspergillosis  as determined by European Organization for Research and Treatment of Cancer/Mycoses Study Group consensus definitions  by direct detection of fungal volatile metabolites in these breath samples.                 Label=""RESULTS"" NlmCategory=""RESULTS"":The monoterpenes camphene  a- and ß-pinene  and limonene  and the sesquiterpene compounds a- and ß-trans-bergamotene were distinctive volatile metabolites of A. fumigatus in vitro  distinguishing it from other pathogenic aspergilli. Of 64 patients with suspected invasive fungal pneumonia based on host risk factors  clinical symptoms  and radiologic findings  34 were diagnosed with IA  whereas 30 were ultimately diagnosed with other causes of pneumonia  including other invasive mycoses. Detection of a-trans-bergamotene  ß-trans-bergamotene  a ß-vatirenene-like sesquiterpene  or trans-geranylacetone identified IA patients with 94% sensitivity (95% confidence interval [CI]  81%-98%) and 93% specificity (95% CI  79%-98%).                 Label=""CONCLUSIONS"" NlmCategory=""CONCLUSIONS"":In patients with suspected fungal pneumonia  an Aspergillus secondary metabolite signature in breath can identify individuals with IA. These results provide proof-of-concept that direct detection of exogenous fungal metabolites in breath can be used as a novel  noninvasive  pathogen-specific approach to identifying the precise microbial cause of pneumonia. "
"316","How we treat invasive fungal diseases in patients with acute leukemia: the importance of an individualized approach.","Nucci, M","25339358",2014,"10.1182/blood-2014-04-516211","Blood","eng","United States","Invasive fungal diseases (IFDs) represent an important cause of treatment failure in adults with acute leukemia. Because of leukemia's heterogeneity  the risk for IFDs is highly variable. We therefore apply a risk-adapted antifungal strategy with strong emphasis on pretreatment and day-15 posttreatment to allow earlier and more individualized interventions. We determine pretreatment risks for IFDs based on 4 factors: (1) host fitness for standard therapy (ie  fit  unfit  or frail); (2) leukemia resistance (high vs low probability of achieving complete remission [CR]); (3) anticipated treatment-related toxicity such as neutropenia  mucositis  and steroid-induced immunosuppression; and (4) patient exposure to opportunistic fungi. Accordingly  we stratify patients as high  intermediate  or low risk for IFDs and apply risk-adapted antifungal strategies  including primary or secondary prophylaxis and diagnostic-based preemptive or empiric therapy. Prevention of IFDs also relies on optimizing organ function  decreasing exposure to opportunistic fungi  and improving net state of immunosuppression with use of better-tolerated and investigational agents for unfit patients and those with adverse leukemia biology. Novel targeted and safe therapies that can achieve higher rates of sustained CR among patients with adverse genetics offer the best promise for reducing the burden of IFDs in these patients. "
"317","Pneumothorax in cystic fibrosis.","Kioumis, IP","25337406",2014,"10.3978/j.issn.2072-1439.2014.09.27","J Thorac Dis","eng","China","Pneumothorax is recognized as a common and life-threatening complication in cystic fibrosis (CF) patients  especially in those who are infected with P. aeruginosa  B. cepacia or Aspergillus  need enteral feeding  are diagnosed as suffering from allergic bronchopulmonary aspergillosis (ABPA)  developed massive hemoptysis  and their respiratory function is seriously compromised. Structural impairment and altered airflow dynamics in the lungs of CF patients are considered as the main predisposing factors  but also inhaled medications and non-invasive positive pressure ventilation (NIPPV) could increase the risk of pneumothorax. Clinical presentation could range from dramatic to very mild. Management of spontaneous pneumothorax occurring to patients with CF is essentially similar to that for non-CF patients. Therapeutic options include intercostal tube drainage  video-assisted thoracoscopic surgery (VATS)  and medical or surgical pleurodesis. Pneumothorax increases both short- and long-term morbidity and mortality in CF patients and causes significant deterioration of their quality of life. "
"318","Epidemiology, clinical characteristics, and outcome of invasive aspergillosis in renal transplant patients.","Hoyo, I","25318640",2014,"10.1111/tid.12301","Transpl Infect Dis","eng","Denmark","                 Label=""BACKGROUND"" NlmCategory=""BACKGROUND"":Invasive aspergillosis (IA) has been considered an infrequent complication after renal transplantation. We aimed to evaluate the differences in clinical and epidemiologic characteristics of IA between renal and other types of transplantation.                 Label=""METHODS"" NlmCategory=""METHODS"":We reviewed all cases of solid organ transplant (SOT) recipients from Hospital Clinic at Barcelona  who had proven and probable IA  according to the EORTC/MSG criteria  between June 2003 and December 2010.                 Label=""RESULTS"" NlmCategory=""RESULTS"":A total of 1762 transplants were performed. From this cohort  27 cases of IA were diagnosed (1.5%): in 56% (15/27) liver  33% (9/27) kidney  and 11% (3/27) combined transplant. The median onset time from renal and non-renal transplants to IA was 217 and 10 days  respectively (P &lt; 0.001). There were 6 cases (22%) of late IA (&gt;6 months)  all in kidney recipients (P &lt; 0.001). Renal transplant patients with IA more frequently had chronic lung disease (44% vs. 6%) and chronic heart failure (33% vs. 6%); they also had none of the classical risk factors for IA defined for liver transplantation (0% vs. 33%  P = 0.001)  and therefore they did not receive antifungal prophylaxis (0% vs. 72%  P = 0.001). In 14/24 patients  serum galactomannan antigen was positive  and this related to higher mortality.                 Label=""CONCLUSIONS"" NlmCategory=""CONCLUSIONS"":While classical risk factors described for IA in liver recipients are still valid  IA appears later in renal patients and is commonly associated with co-morbid conditions. "
"319","Epidemiology and risk factors for invasive fungal diseases in hematopoietic stem cell transplantation.","Girmenia, C","25295743",2014,"10.1097/MOH.0000000000000086","Curr Opin Hematol","eng","United States","                 Label=""PURPOSE OF REVIEW"" NlmCategory=""OBJECTIVE"":Knowledge of the epidemiology and the risk factors of invasive fungal diseases (IFDs) in hematopoietic stem cell transplant (HSCT) recipients is a critical determinant of the prevention  diagnosis and therapeutic antifungal strategy. Transplant procedures are characterized by a continuous evolution; therefore  an update of the epidemiological findings of IFDs in HSCT populations is needed.                 Label=""RECENT FINDINGS"" NlmCategory=""RESULTS"":In the last few years  the incidence and the clinical risk factors of IFD  mainly in allogeneic HSCT populations  have been investigated in prospective  multicenter studies. New findings in the different types and phases of transplant may be considered for a redefinition of the level of risk of IFD after HSCT. Furthermore  recent studies have uncovered associations between host's and/or donor's genetic variants and immunological risk for IFDs  in particular invasive aspergillosis.                 Label=""SUMMARY"" NlmCategory=""CONCLUSIONS"":Evolution of the transplant procedures was followed by an important change in the epidemiology and clinical risk of IFD after allogeneic HSCT. A new stratification of subpopulations according to different clinical infectious risk and genetic susceptibility may be considered to predict those patients most vulnerable to IFD and update tailored antifungal strategies. "
"320","Fungal infections after liver transplantation: incidence and outcome.","Sganga, G","25242777",2014,"10.1016/j.transproceed.2014.07.056","Transplant Proc","eng","United States","                 Label=""BACKGROUND"" NlmCategory=""BACKGROUND"":Fungal infections  although less frequent than bacterial infections  represent a severe comorbidity with an exponential increase in mortality rate in liver transplantation patients. The incidence of invasive fungal infections (IFIs) after solid organ transplantation ranges from 7% to 42%  with Candida spp. and Aspergillus spp. as the most common pathogens. Fungal infections in liver transplant recipients have been associated with poor outcome and mortality rates ranging from 65% to 90% for invasive aspergillosis and 30% to 50% for invasive candidiasis. The results largely depend on early diagnosis and early initiation of specific treatment for IFIs. Therefore  the diagnosis must be prompt  preferably based on microbiological data  both cultures and biomarkers  and/or based on clinical features and known risk factors.                 Label=""MATERIALS AND METHODS"" NlmCategory=""METHODS"":This study evaluated the incidence of fungal infections in patients after liver transplantation in our center between January 2003 and December 2012. The retrospective analysis of 215 consecutive liver transplantation patients was undertaken to estimate incidence  risk factors  and clinical courses of IFIs in the first 3 months after liver transplantation.                 Label=""RESULTS"" NlmCategory=""RESULTS"":Candidemia and invasive candidiasis microbiologically proven were found in 26 patients (12%)  whereas in 6 patients (2.8%) invasive fungal infections from other non-Candida fungi developed: Aspergillus (4 cases: 2 A fumigatus  2 A terreus)  Fusarium oxysporum (1 case)  and Rhodotorula rubra (1 case). Two patients with Aspergillus and the patient with Fusarium died. The patient with Rhodotorula as well as 22 of the patients with candidemia (85%) survived. All of the episodes developed during the first 3 months posttransplantation. All cases have followed a previous polymicrobial bacterial infection (especially in the biliary tract) with large use of combined antibiotic therapies.                 Label=""CONCLUSIONS"" NlmCategory=""CONCLUSIONS"":The rate of fungal infection was found to increase in parallel with the number of risk factors. Prophylactic strategies can decrease the risk of fungal infections. Early detection and treatment with adequate early empiric therapy is the key to obtaining a better outcome in liver transplantation patients. "
"321","Mucormycosis in haematological patients: case report and results of prospective study in Saint Petersburg, Russia.","Klimko, NN","25187314",2014,"10.1111/myc.12247","Mycoses","eng","Germany","We prospectively observed 36 haematological patients with mucormycosis from nine hospitals of St. Petersburg during 2004-2013. The most frequent underlying diseases were acute leukaemia (64%)  and main risk factors were prolonged neutropenia (92%) and lymphocytopenia (86%). In 50% of the patients  mucormycosis was diagnosed 1-65 days after invasive aspergillosis. Main clinical form of mucormycosis was pulmonary (64%)  while two or more organ involvement was noted in 50% of the cases. The most frequent aetiological agents of mucormycosis were Rhizopus spp. (48%). Twelve-week survival rate was 50%. Combination therapy (echinocandins + amphotericin B forms) and recovery from the underlying disease significantly improved the survival rate."
"322","How to manage aspergillosis in non-neutropenic intensive care unit patients.","Bassetti, M","25167934",2014,"10.1186/s13054-014-0458-4","Crit Care","eng","England","Invasive aspergillosis has been mainly reported among immunocompromised patients during prolonged periods of neutropenia. Recently  however  non-neutropenic patients in the ICU population have shown an increasing risk profile for aspergillosis. Associations with chronic obstructive pulmonary disease and corticosteroid therapy have been frequently documented in this cohort. Difficulties in achieving a timely diagnosis of aspergillosis in non-neutropenic patients is related to the non-specificity of symptoms and to lower yields with microbiological tests compared to neutropenic patients. Since high mortality rates are typical of invasive aspergillosis in critically ill patients  a high level of suspicion and prompt initiation of adequate antifungal treatment are mandatory. Epidemiology  risk factors  diagnostic algorithms  and different approaches in antifungal therapy for invasive aspergillosis in non-neutropenic patients are reviewed. "
"323","Antifungal prophylaxis in lung transplantation.","Neoh, CF","25123811",2014,"10.1016/j.ijantimicag.2014.05.013","Int J Antimicrob Agents","eng","Netherlands","Lung transplant (LTx) patients have an increased risk of developing invasive fungal infections (IFIs)  particularly invasive aspergillosis. Rapid identification of the causative fungal pathogen  to allow for early administration of appropriate initial antifungal therapy  in LTx patients has been challenging due to the limited sensitivity and specificity of the diagnostic tools. Hence  there is increasing emphasis on antifungal prophylaxis in the LTx setting  given the high mortality rates and substantial cost of treating IFIs. Evidence for the optimal antifungal prophylactic approach in this setting  however  remains scant and inconsistent. This review will briefly discuss the epidemiology  risk factors  timing and clinical manifestations of fungal infections in LTx patients and will focus primarily on the available evidence related to the efficacy  safety and practicality of current prophylactic strategies in LTx recipients as well as challenges and gaps for future research. "
"324","Impact of pretransplant serum ferritin level on risk of invasive mold infection after allogeneic hematopoietic stem cell transplantation.","Dadwal, SS","25082161",2014,"10.1111/ejh.12421","Eur J Haematol","eng","England","Invasive mold infections (IMI) are life-threatening complications of allogeneic hematopoietic stem cell transplantation (HSCT) and are mostly caused by Aspergillus species and Mucorales. We examined whether elevated serum ferritin prior to HSCT was associated with increased risk of IMI after allogeneic HSCT. Elevated serum ferritin was defined as values = 1000 ng/mL. Pretransplant ferritin levels were available for 477 transplants. Nine developed IMI at day 30 and 21 had IMI at day 100 for a cumulative incidence of 1.9% and 4.4%  respectively. Among the high ferritin group  eight of 220 transplant cases (3.6%) developed an IMI within 30 d after HSCT compared with one of 257 (0.4%) in the low ferritin group (P = 0.01). Fourteen of 220 (6.4%) and seven of 257 transplant cases (2.7%) in the high and low ferritin groups  respectively  had developed an IMI by day 100 after HSCT (P = 0.07). Nine of 53 (17%) patients with grades III and IV acute GVHD and iron overload experienced IMI  when compared to three of 37 (8.1%) with high-grade aGVHD  but no iron overload. Among patients without aGVHD  those with elevated ferritin had a 2.7% incidence of IMI compared with 0.9% for patients without elevated ferritin. There was a marginally significant difference in cumulative incidence function between high and low ferritin groups for IMI (P = 0.06). However  elevated serum ferritin (= 1000 ng/mL) was not a significant risk factor for IMI in a multivariate competing risk regression model after adjusting for aGVHD."
"325","Opportunistic deep cutaneous mycoses in solid organ transplant recipients.","Tessari, G","25068229",2014,NA,"G Ital Dermatol Venereol","eng","Italy","Invasive fungal infections are a major cause of morbidity and mortality among organ transplant recipients  despite many progresses concerning diagnosis  preventions and treatment. Risk factors for invasive fungal infections in transplanted recipients include type and severity of immunosuppression  especially in life-saving organs as lung or liver  older age at transplantation  and technical complexity of surgery  living in endemic areas or exposure to a contaminated environment. Superficial fungal infections are caused by Candida  Dermatophytes  and Malassezia. In invasive mycoses  skin lesions may occur as a consequence of the systemic dissemination of invasive mycoses  or after direct inoculation in the skin. Aspergillosis  cryptococcosis  Zygomycoses  dark mould infections  fusariosis and infections attributable to Scedosporium and Pseudallescheria species are the most common etiological agents. Cutaneous manifestations of fungal infection are not specific  and a high degree of suspicion is required  and prompt biopsy for histology and culture is needed. Therapy with lyposomal amphotericin B and new triazoles are effective. "
"326","Relapsed and secondary disease drive the risk profile for invasive aspergillosis prior to stem cell transplantation in patients with acute myeloid leukemia or myelodysplastic syndrome.","van de Peppel, RJ","25049037",2014,"10.1093/mmy/myu036","Med Mycol","eng","England","Patients with acute myeloid leukemia (AML) or myelodysplastic syndrome (MDS) are at risk for invasive aspergillosis (IA) even prior to the introduction of stem cell transplantation (SCT). In times of increasing triazole resistance and changing use of antifungal prophylaxis  insight into the risk factors for IA is needed to improve strategies for preventing IA in this population. Consecutive patients who received remission-induction therapy for AML or MDS at the Leiden Academic Medical Centre were included. Instead of standard antifungal prophylaxis  an assertive protocol for diagnosis of suspected fungal infection was in place. IA was classified according to the revised European Organization for Research and Treatment of Cancer criteria. Potential predisposing characteristics for IA were compared by uni- and multivariate analyses. In 45 (25%) of 184 included episodes (167 patients)  IA was diagnosed prior to SCT. A multivariate Cox regression model demonstrated that relapsed AML (hazard ratio [HR] 2.4; 95% confidence interval [CI]  1.1-5.1; P = 0.02)  secondary AML (HR  5.2; 95% CI  2.3-11.8; P &lt; 0.001)  and prolonged duration of neutropenia (HR  2.2; 95% CI  1.2-4.0; P = 0.01) were independently associated with IA. Use of granulocyte-colony-stimulating factor showed a trend toward a protective effect (HR  0.37; 95% CI  0.1-31.0; P = 0.06). Relapsed AML  secondary AML  and duration of neutropenia were independent factors for determining the risk for development of IA prior to SCT. The results provide further guidance for antifungal stewardship programs when integrating individual patient tailored decision making in antifungal prophylaxis strategies. "
"327","Predictors of mortality in non-neutropenic patients with invasive pulmonary aspergillosis: does galactomannan have a role?","Russo, A","24962954",2014,"10.1016/j.diagmicrobio.2014.05.015","Diagn Microbiol Infect Dis","eng","United States","We aimed to investigate the role of several host factors as predictors of mortality in non-neutropenic patients with invasive pulmonary aspergillosis (IPA). Contribution of respiratory galactomannan (GM) index was evaluated as well. In this retrospective study  we examined 27 patients with &quot;proven&quot; and &quot;probable&quot; IPA. Outcome measured was death within 6-week from diagnosis of possible IPA. Overall mortality was 33.3%. At univariate analysis  nonsurvivors were statistically more likely to be affected with cirrhosis. No independent variables predicting mortality were identified in the multivariate model. Mean bronchoalveolar lavage (BAL) GM index value in the nonsurvivor group was significantly higher. A GM index cutoff value = 2.0 is able to classify patients with a poor outcome with a sensitivity of 100% and a specificity of 77%. Liver cirrhosis is a predictor of mortality in patients with IPA. GM index in BAL might be considered as a valuable tool in classifying patients at risk of poor outcome."
