,X,STUDY_ID,REVIEWERS,INCLUDE,TITLE,AUTHORS,PMID,YEAR,DOI,JOURNAL,LANGUAGE,COUNTRY,ABSTRACT
47,299,299,Elena,NO,Incidence and risk factors of probable and proven invasive fungal infection in adult patients receiving allogeneic hematopoietic stem cell transplantation.,"Liu, YC",25735797,2015,10.1016/j.jmii.2015.01.002,J Microbiol Immunol Infect,eng,England,"                 Label=""BACKGROUND"" NlmCategory=""BACKGROUND"":To investigate the incidence and risk factors for the occurrence of proven or probable invasive fungal infection (IFI) in adult patients receiving allogeneic hematopoietic stem cell transplantation (HSCT).                 Label=""METHODS"" NlmCategory=""METHODS"":We retrospectively analyzed 421 patients undergoing HSCT between 2002 and 2013 in our hospital. The risk factors for the occurrence of IFI were analyzed using Cox regression models.                 Label=""RESULTS"" NlmCategory=""RESULTS"":Thirty-one patients with the median age of 42 years (range  19-60 years) developed IFI after HSCT. The post-HSCT IFI incidence was 7.4% and median time from HSCT to the diagnosis of IFI was 139 days (range  2-1809 days). Of the pretransplant factors  European Group for Blood and Marrow Transplantation (EBMT) risk score &gt; 2 (p = 0.001) and prior history of IFI (p = 0.006) or type 2 diabetes mellitus (DM; p = 0.042) were the significant predictors for post-HSCT IFI in univariate analyses. In multivariate analysis  EBMT risk score &gt; 2 (p = 0.015) and prior history of IFI (p = 0.006) retained significance. Of the post-transplant factors  acute graft-versus-disease (GVHD) overall Grade III-IV (p &lt; 0.001)  extensive chronic GVHD (p = 0.002)  development of post-transplant lymphoproliferative disorders (p = 0.005)  and the use of high-dose steroids (p &lt; 0.001) were statistically significant in univariate analyses. After multivariate analysis  high-dose steroids (p &lt; 0.001) and acute GVHD overall Grade III-IV (p = 0.045) retained significance.                 Label=""CONCLUSION"" NlmCategory=""CONCLUSIONS"":These results suggest that risk group stratification prior to HSCT and monitoring of IFI in patients with severe GVHD receiving high-dose steroids is mandatory to reduce the mortality and morbidity of post-HSCT IFI  especially in those with prior history of IFI. "
48,301,301,Elena,YES,Invasive aspergillosis after kidney transplant: case-control study.,"Heylen, L",25681376,2015,10.1093/cid/civ103,Clin Infect Dis,eng,United States,"                 Label=""BACKGROUND"" NlmCategory=""BACKGROUND"":Transplant recipients are at risk for invasive aspergillosis (IA)  associated with a significant mortality rate. Renal transplant-specific risk factors have not been established.                 Label=""METHODS"" NlmCategory=""METHODS"":Forty-one adult kidney transplant recipients diagnosed with proven or probable IA from 1995 through 2013 were identified by search of the computerized patient files in the University Hospitals Leuven. The control population in this 1:2 case-control study consisted of the 2 patients who received a kidney transplant immediately before and after each identified patient and did not develop IA (n = 82).                 Label=""RESULTS"" NlmCategory=""RESULTS"":Leukopenia after kidney transplant increased the risk of IA among all patients (odds ratio [OR]  2.345 [95% confidence interval {CI}  1.084-5.071]). For early-onset infection (ie  occurred during the first 3 months after transplant)  a longer duration of renal replacement therapy pretransplant and the occurrence of leukopenia were risk factors (OR per year  1.192 [95% CI  1.006-1.413] and OR  3.346 [95% CI  1.063-10.527]  respectively)  whereas donor cytomegalovirus seropositivity increased the risk for late-onset IA (ie  occurred &gt;3 months after transplant) (OR  3.677 [95% CI  1.388-9.743]). Twelve-week mortality rate was 39%. Disseminated infection  leukopenia  and the height of the serum galactomannan index were associated with an increased risk of death (hazard ratio [HR]  5.080 [95% CI  1.740-14.830]; HR  3.198 [95% CI  1.183-8.649]; and HR  1.371 [95% CI  1.123-1.674]  respectively).                 Label=""CONCLUSIONS"" NlmCategory=""CONCLUSIONS"":Prolonged renal replacement therapy before kidney transplant increases the risk of IA early after transplant. The height of the serum galactomannan index predicts mortality. "
49,331,331,Elena,YES,Clinical features of pulmonary aspergillosis associated with interstitial pneumonia.,"Kurosaki, F",24930648,2014,10.2169/internalmedicine.53.1578,Intern Med,eng,Japan,"                 Label=""OBJECTIVE"" NlmCategory=""OBJECTIVE"":We retrospectively investigated the clinical features of pulmonary aspergillosis associated with interstitial pneumonia.                 Label=""METHODS"" NlmCategory=""METHODS"":We reviewed the medical records of all patients treated for interstitial pneumonia with or without pulmonary aspergillosis at our institution between April 2006 and August 2012 and evaluated the clinical features as well as risk and prognostic factors for pulmonary aspergillosis associated with interstitial pneumonia.                 Label=""RESULTS"" NlmCategory=""RESULTS"":Among 539 patients with interstitial pneumonia  15 who suffered from pulmonary aspergillosis were identified. The median age was 69.2±7.0 years  and fourteen patients were men. The subtypes of pulmonary aspergillosis were chronic pulmonary aspergillosis (n=14) and invasive pulmonary aspergillosis (n=1). The forms of interstitial pneumonia included idiopathic pulmonary fibrosis (n=9)  rheumatoid arthritis-related interstitial pneumonia (n=4) and pleuroparenchymal fibroelastosis (n=2). The underlying conditions were emphysema (n=9) and a history of oral corticosteroid and/or immunosuppressive use (n=4). Home oxygen therapy (HOT) was administered in 11 patients. Following the diagnosis of pulmonary aspergillosis  all patients were treated with antifungal drugs. Ten patients (66.6%) died. A comparison of the interstitial pneumonia patients with and without pulmonary aspergillosis showed that the presence of emphysema  use of HOT and death were significantly associated with pulmonary aspergillosis.                 Label=""CONCLUSION"" NlmCategory=""CONCLUSIONS"":Pulmonary aspergillosis is one of the major complications of interstitial pneumonia and its prognosis is poor. Therefore  providing careful monitoring and proper treatment is extremely important. "
50,340,340,Elena,NO,Invasive aspergillosis in kidney transplant recipients: a cohort study.,"Pérez-Sáez, MJ",24702140,2014,NA,Exp Clin Transplant,eng,Turkey,"                 Label=""OBJECTIVES"" NlmCategory=""OBJECTIVE"":Fungal infections represent 5% of infections in renal transplant recipients. Candidiasis is the most frequent  followed by aspergillosis and cryptococcosis. Invasive aspergillosis is severe and has a poor prognosis  but recent series focused on outcomes are scarce in the literature. We analyzed invasive aspergillosis cases in a cohort of kidney transplant recipients and suggest that prognosis is improved with early diagnosis and treatment.                 Label=""PATIENTS AND METHODS"" NlmCategory=""METHODS"":A retrospective study was performed in all kidney transplant undertaken in our hospital from January 1979 to December 2012. The incidence and characteristics of invasive aspergillosis were collected from kidney transplant prospective registry and microbiology laboratory.                 Label=""RESULTS"" NlmCategory=""RESULTS"":We found 7 invasive aspergillosis cases (6 probable invasive aspergillosis and 1 possible invasive aspergillosis  according to EORTC/IFICG criteria); cumulative incidence 0.78% (7/891). The median posttransplant time until the disease onset was 3.03 months (interquartile range  2.4-3.2 months)  with a mean age of 56 years at the time of diagnosis. Six patients were male. Four patients had previous pulmonary disease. Six patients had received induction therapy (5 anti-IL2R antibodies  1 with antilymphocytic antibodies). Two patients had received extra immunosuppression (1 with thymoglobulin to treat an acute rejection and the other 1 had a lymphoproliferative disorder and was on chemotherapy). Six patients were on calcineurin inhibitors at the time of diagnosis. Aspergillus fumigatus was the specimen most commonly isolated (6 cases). Six patients had a bacterial coinfection and 1 had a cytomegalovirus coinfection. All patients were treated with antifungal agents; 3 of which received voriconazole. Four patients satisfactorily resolved the episode and 3 died.                 Label=""CONCLUSIONS"" NlmCategory=""CONCLUSIONS"":Invasive aspergillosis incidence is low in kidney transplant although potentially lethal. We observed an acceptable survival of patients analyzed  better than usually reported. A high index of suspicion is essential to get an early diagnosis and start treatment. "
51,350,350,Elena,NO,Invasive aspergillosis among heart transplant recipients: a 24-year perspective.,"Muñoz, P",24559945,2014,10.1016/j.healun.2013.11.003,J Heart Lung Transplant,eng,United States,"                 Label=""BACKGROUND"" NlmCategory=""BACKGROUND"":Invasive aspergillosis is a well-known complication in severely immunosuppressed patients  including heart transplant recipients  and associated mortality is high. Despite the severity of the disease in this population  few recent series with secular trends have addressed the problem.                 Label=""METHODS"" NlmCategory=""METHODS"":We performed a descriptive study of 479 consecutive heart transplant recipients from 1988 to 2011 in a single institution.                 Label=""RESULTS"" NlmCategory=""RESULTS"":Overall invasive aspergillosis incidence in heart transplant recipients was 6.5% (31 of 479). Incidence decreased from 8.7% (24 of 277) in the period 1988 to 2000 (historical cohort) to 3.5% (7 of 202) afterward (p = 0.02); 4 of the 7 cases were in the context of an outbreak. The most common presentation was lung infection  but episodes occurring &gt;3 months after transplantation (late aspergillosis) showed a higher frequency of disseminated disease and involvement of the central nervous system and of atypical sites compared with early (first 3 months) episodes. Related mortality was 36%  with a significant decrease between the historical cohort and the present cohort: 46% vs 0% (p = 0.04) and a trend toward lower related death in early vs late cases (26% vs 63%  p = 0.09).                 Label=""CONCLUSIONS"" NlmCategory=""CONCLUSIONS"":In our series  both incidence and mortality associated with invasive aspergillosis in heart transplant recipients showed a decrease in recent years. Careful environmental management and targeted anti-fungal prophylaxis may minimize the incidence of invasive aspergillosis in this setting. "
52,361,361,Elena,YES,Pretransplant Aspergillus colonization of cystic fibrosis patients and the incidence of post-lung transplant invasive aspergillosis.,"Luong, ML",24305637,2013,10.1097/01.TP.0000437434.42851.d4,Transplantation,eng,United States,"                 Label=""BACKGROUND"" NlmCategory=""BACKGROUND"":Invasive aspergillosis (IA) is an important cause of morbidity and mortality among patients undergoing lung transplant. Cystic fibrosis-lung transplant recipients (CF-LTRs) may be at greater risk of IA following lung transplantation because of the presence of Aspergillus in their airways before transplantation. This study evaluated the impact of pretransplant Aspergillus colonization on the risk for IA among CF-LTRs.                 Label=""METHODS"" NlmCategory=""METHODS"":A single-center retrospective cohort study of CF-LTRs was conducted between 2006 and 2010. Respiratory tract cultures before transplantation were reviewed to identify patients with pretransplant Aspergillus colonization. Patients with positive Aspergillus sputum culture or positive bronchoalvelolar lavage (BAL) galactomannan after transplantation were classified as having colonization or disease according to the International Society of Heart and Lung Transplantation criteria.                 Label=""RESULTS"" NlmCategory=""RESULTS"":A total of 93 CF patients underwent lung transplantation. Seventy percent (65/93) of CF-LTRs had pretransplant Aspergillus colonization. Thirty-six patients had positive intraoperative Aspergillus culture from the native lung BAL. Overall  22.5% (20/93) of CF-LTRs developed IA. Median time to IA was 42 days following transplantation. Positive intraoperative Aspergillus culture (OR 4.36  95% CI 1.35-14.05  P=0.01) and treatment for acute cellular rejection within 90 days after transplantation (OR 3.53  95% CI 1.03-12.15  P=0.05) were independent risk factors for IA. Antifungal prophylaxis was administered to 61% (57/93) of CF-LTRs. One-year mortality rate was 16% (15/93). IA was not associated with increased risk of death (OR 2.10  95% CI 0.62-7.06  P=0.23).                 Label=""CONCLUSION"" NlmCategory=""CONCLUSIONS"":Pretransplant Aspergillus colonization is frequent among CF-LTRs and a positive intraoperative Aspergillus culture produced a fourfold higher risk of developing IA. "
53,366,366,Elena,YES,Risk factors for invasive pulmonary aspergillosis and hospital mortality in acute-on-chronic liver failure patients: a retrospective-cohort study.,"Chen, J",24151434,2013,10.7150/ijms.6824,Int J Med Sci,eng,United States,"                 Label=""BACKGROUND"" NlmCategory=""BACKGROUND"":Invasive pulmonary aspergillosis (IPA) in acute-on-chronic liver failure (ACLF) patients is associated with a high mortality. But the clinical characteristics of and the risk factors for IPA among patients with ACLF remains unclear. This study was aimed at assessing clinical manifestation  the risk factors and antifungal medications for as well as the mortality due to IPA in ACLF patients at the First Affiliated Hospital  College of Medicine  Zhejiang University.                 Label=""PATIENTS AND METHODS"" NlmCategory=""METHODS"":Patients with ACLF who were diagnosed with proven or probable IPA by clinical and laboratory parameters from 1 December 2008 to 1 May 2012 were retrospectively evaluated to determine the risk factors for IPA and the clinical outcomes. The follow-up ended on 30 July 2012. Multivariate analysis was performed to identify the risk factors for mortality and the development of IPA.                 Label=""RESULTS"" NlmCategory=""RESULTS"":In total  787 patients with ACLF were enrolled  and 39 of these patients developed IPA. Thirty seven of these 39 patients died in spite of treatment with antifungal drugs. Controls included 48 patients who did not have a pulmonary infection. The survival rate of patients with IPA was significantly lower than that of those without IPA. IPA was found to be independently associated with age (p = 0.021)  encephalopathy (p = 0.002)  and steroid use (p = 0.000). There was significant difference in the prognosis between the patients treated with either voriconazole or itraconazole and those without antifungal treatment.                 Label=""CONCLUSIONS"" NlmCategory=""CONCLUSIONS"":Patients with ACLF and IPA have a high mortality rate. Patients with ACLF who present with encephalopathy should avoid steroids  as they increase the mortality rate. Azoles may prolong the survival time. "
54,391,391,Elena,NO,Aspergillosis in Intensive Care Unit (ICU) patients: epidemiology and economic outcomes.,"Baddley, JW",23343366,2013,10.1186/1471-2334-13-29,BMC Infect Dis,eng,England,"                 Label=""BACKGROUND"" NlmCategory=""BACKGROUND"":Few data are available regarding the epidemiology of invasive aspergillosis (IA) in ICU patients. The aim of this study was to examine epidemiology and economic outcomes (length of stay  hospital costs) among ICU patients with IA who lack traditional risk factors for IA  such as cancer  transplants  neutropenia or HIV infection.                 Label=""METHODS"" NlmCategory=""METHODS"":Retrospective cohort study using Premier Inc. Perspective™ US administrative hospital database (2005-2008). Adults with ICU stays and aspergillosis (ICD-9 117.3 plus 484.6) who received initial antifungal therapy (AF) in the ICU were included. Patients with traditional risk factors (cancer  transplant  neutropenia  HIV/AIDS) were excluded. The relationship of antifungal therapy and co-morbidities to economic outcomes were examined using Generalized linear models.                 Label=""RESULTS"" NlmCategory=""RESULTS"":From 6 424 aspergillosis patients in the database  412 (6.4%) ICU patients with IA were identified. Mean age was 63.9 years and 53% were male. Frequent co-morbidities included steroid use (77%)  acute respiratory failure (76%) and acute renal failure (41%). In-hospital mortality was 46%. The most frequently used AF was voriconazole (71% received at least once). Mean length of stay (LOS) was 26.9 days and mean total hospital cost was $76 235. Each 1 day lag before initiating AF therapy was associated with 1.28 days longer hospital stay and 3.5% increase in costs (p<U+2009>&lt;<U+2009>0.0001 for both).                 Label=""CONCLUSIONS"" NlmCategory=""CONCLUSIONS"":Invasive aspergillosis in ICU patients is associated with high mortality and hospital costs. Antifungal timing impacts economic outcomes. These findings underscore the importance of timely diagnosis  appropriate treatment  and consideration of Aspergillus as a potential etiology in ICU patients. "
55,413,413,Elena,YES,Invasive pulmonary aspergillosis is a frequent complication of critically ill H1N1 patients: a retrospective study.,"Wauters, J",22895826,2012,10.1007/s00134-012-2673-2,Intensive Care Med,eng,United States,"                 Label=""PURPOSE"" NlmCategory=""OBJECTIVE"":Despite their controversial role  corticosteroids (CS) are frequently administered to patients with H1N1 virus infection with severe respiratory failure secondary to viral pneumonia. We hypothesized that invasive pulmonary aspergillosis (IPA) is a frequent complication in critically ill patients with H1N1 virus infection and that CS may contribute to this complication.                 Label=""METHODS"" NlmCategory=""METHODS"":We retrospectively selected all adult patients with confirmed H1N1 virus infection admitted to the intensive care unit (ICU) of two tertiary care hospitals from September 2009 to March 2011. Differences in baseline factors  risk factors  and outcome parameters were studied between patients with and without IPA.                 Label=""RESULTS"" NlmCategory=""RESULTS"":Of 40 critically ill patients with confirmed H1N1  9 (23 %) developed IPA 3 days after ICU admission. Five patients had proven and four had probable IPA. Significantly more IPA patients received CS within 7 days before ICU admission (78 versus 23 %  p = 0.002). IPA patients also received significantly higher doses of CS before ICU admission [hydrocortisone equivalent 800 (360-2 635) versus 0 (0-0) mg  p = 0.005]. On multivariate analysis  use of CS before ICU admission was independently associated with IPA [odds ratio (OR) 14.4 (2.0-101.6)  p = 0.007].                 Label=""CONCLUSIONS"" NlmCategory=""CONCLUSIONS"":IPA was diagnosed in 23 % of critically ill patients with H1N1 virus infection after a median of 3 days after ICU admission. Our data suggest that use of CS 7 days before ICU admission is an independent risk factor for fungal superinfection. These findings may have consequences for clinical practice as they point out the need for increased awareness of IPA  especially in those critically ill H1N1 patients already receiving CS. "
56,436,436,Elena,NO,Emergency versus elective living-donor liver transplantation: a comparison of a single center analysis.,"Takeda, K",22116395,2011,10.1007/s00595-011-0040-5,Surg Today,eng,Japan,"                 Label=""PURPOSE"" NlmCategory=""OBJECTIVE"":We studied the risk factors for postoperative mortality between patients who underwent emergency or elective living-donor liver transplantation (LDLT).                 Label=""METHODS"" NlmCategory=""METHODS"":Forty-seven patients underwent LDLT in our institute  16 for emergencies and 31 as elective procedures. The emergency LDLT status was applied to cases in which the time period between referral to our institution and transplantation did not exceed 10 days  and in which liver failure was accompanied by the presence of any degree of hepatic encephalopathy.                 Label=""RESULTS"" NlmCategory=""RESULTS"":With regard to preoperative factors  age (P = 0.03)  the model for end-stage liver disease score (P = 0.001)  preoperative tracheal intubation (P = 0.001)  ratio between arterial oxygen tension and fractional inspired oxygen (PaO2/FiO2 ratio) (P = 0.03)  steroid therapy use (P = 0.001)  lymphocyte count (P = 0.02)  and cases requiring hemodiafiltration (P = 0.001) differed significantly between the two groups. Postoperative pneumonia occurred more frequently in emergency LDLT patients than in elective LDLT patients (P = 0.006). Invasive pulmonary aspergillosis (IPA) was the main cause of postoperative death in emergency LDLT patients  and  in a univariate analysis  a preoperative status of high serum (1 <U+2192> 3)-ß-D: -glucan (&gt;20 pg/ml  P = 0.001)  advanced age (&gt;52 years  P = 0.02)  and a low PaO2/FiO2 ratio (&lt;320  P = 0.01) were identified as factors predictive of IPA.                 Label=""CONCLUSION"" NlmCategory=""CONCLUSIONS"":Careful perioperative management  including preoperative investigation of aspergillosis and empiric antibiotic therapy  should be considered for emergency LDLT patients who fulfill IPA risk factors. "
57,441,441,Elena,NO,Invasive pulmonary aspergillosis in patients with chronic obstructive pulmonary disease: a case control study from China.,"Xu, H",22023558,2011,10.1111/j.1469-0691.2011.03503.x,Clin Microbiol Infect,eng,England,Patients with severe chronic obstructive pulmonary disease (COPD) are at higher risk of developing invasive pulmonary aspergillosis (IPA). However  there are limited data for this disease. To evaluate risk factors and the clinical characteristics of IPA in COPD patients  we conducted a hospital-based  retrospective case-control study of 30 COPD patients with IPA and 60 COPD control patients without IPA. Patients in the case group were significantly more likely to have concurrent co-morbidities than controls. Of the IPA patients  65.4% had worsening radiological findings vs. 11.4% in the control group (p&lt;0.001). IPA in COPD was associated with a higher proportion of mechanical ventilation (43.3% vs. 5%; p&lt;0.001)  a longer hospital stay duration (45.8±39.1 days vs. 18.4±11.8 days; p&lt;0.001)  and higher mortality (43.3% vs. 11.4%; p&lt;0.001). Systemic use of steroids in the stable phase  treatment with three or more antibiotics during hospitalization and antibiotic treatment longer than 10 days were independent risk factors associated with IPA. COPD patients with obvious dyspnoea  antibiotic-resistant lower respiratory tract infection and repeated detection of Aspergillus in sputum should be considered for the possibility of IPA.
58,449,449,Elena,YES,Invasive aspergillosis: an important risk factor on the short- and long-term survival of acute myeloid leukemia (AML) patients.,"Michallet, M",21909650,2011,10.1007/s10096-011-1397-5,Eur J Clin Microbiol Infect Dis,eng,Germany,Invasive aspergillosis (IA) during induction chemotherapy of acute myeloid leukemia (AML) could worsen the prognosis. Our objective was to study how the development of IA during AML interferes with the therapeutic strategy and to evaluate its impact on the short- and long-term survival. Newly diagnosed AML patients between the years 2004 and 2007 were retrospectively analyzed. The outcome was death of the patient. A Cox proportional hazards model with the diagnosis of IA and post-induction response evaluation as the main exposure was fitted. Overall  262 patients were analyzed and 58 IA were observed. The 2-year survival of patients having had remission of AML was 54% and  for patients with failure of chemotherapy  it was 5% (p &lt; 0.001). The 2-year survival of patients having had IA was 14%  and without IA  it was 32% (p = 0.01). Multivariate analysis showed that IA was associated with a higher risk of death in case of remission compared to no IA (hazard ratio [HR] = 1.66 [1.05-2.65]  p = 0.031) and also in case of failure (HR = 6.43  p &lt; 0.001). IA was associated with an increased risk of death for patients if they were either in remission or in failure after induction chemotherapy.
59,460,460,Elena,NO,Epidemiological trends in invasive aspergillosis in France: the SAIF network (2005-2007).,"Lortholary, O",21668573,2011,10.1111/j.1469-0691.2011.03548.x,Clin Microbiol Infect,eng,England,A prospective (2005-2007) hospital-based multicentre surveillance of EORTC/MSG-proven or probable invasive aspergillosis (IA) cases whatever the underlying diseases was implemented in 12 French academic hospitals. Admissions per hospital and transplantation procedures were obtained. Cox regression models were used to determine risk factors associated with the 12-week overall mortality. With 424 case-patients included  the median incidence/hospital was 0.271/10(3) admissions (range 0.072-0.910) without significant alteration of incidence and seasonality over time. Among the 393 adults (62% men  56 years (16-84 years))  15% had proven IA  78% haematological conditions  and 92.9% had lung involvement. Acute leukaemia (34.6%) and allogeneic stem cell transplantation (21.4%) were major host factors  together with chronic lymphoproliferative disorders (21.6%)  which emerged as a new high-risk group. The other risk host factors consisted of solid organ transplantation (8.7%)  solid tumours (4.3%)  systemic inflammatory diseases (4.6%) and chronic respiratory diseases (2.3%). Serum galactomannan tests were more often positive (=69%) for acute leukaemia and allogeneic stem cell transplantation than for the others (&lt;42%; p &lt;10(-3)). When positive (n = 245)  cultures mainly yielded Aspergillus fumigatus (79.7%). First-line antifungal therapy consisted of voriconazole  caspofungin  lipid formulations of amphotericin  or any combination therapy (52%  14%  8% and 19.9%  respectively). Twelve-week overall mortality was 44.8% (95% CI  39.8-50.0); it was 41% when first-line therapy included voriconazole and 60% otherwise (p &lt;0.001). Independent factors for 12-week mortality were older age  positivity for both culture and galactomannan and central nervous system or pleural involvement  while any strategy containing voriconazole was protective.
60,461,461,Elena,NO,Five-years surveillance of invasive aspergillosis in a university hospital.,"Graf, K",21651773,2011,10.1186/1471-2334-11-163,BMC Infect Dis,eng,England,"                 Label=""BACKGROUND"" NlmCategory=""BACKGROUND"":As the most common invasive fungal infection  invasive aspergillosis (IA) remains a serious complication in immunocompromised patients  leading to increased mortality. Antifungal therapy is expensive and may result in severe adverse effects.The aim of this study was to determine the incidence of invasive aspergillosis (IA) cases in a tertiary care university hospital using a standardized surveillance method.                 Label=""METHODS"" NlmCategory=""METHODS"":All inpatients at our facility were screened for presence of the following parameters: positive microbiological culture  pathologist's diagnosis and antifungal treatment as reported by the hospital pharmacy. Patients fulfilling one or more of these indicators were further reviewed and  if appropriate  classified according to international consensus criteria (EORTC).                 Label=""RESULTS"" NlmCategory=""RESULTS"":704 patients were positive for at least one of the indicators mentioned above. Applying the EORTC criteria  214 IA cases were detected  of which 56 were proven  25 probable and 133 possible. 44 of the 81 (54%) proven and probable cases were considered health-care associated. 37 of the proven/probable IA cases had received solid organ transplantation  an additional 8 had undergone stem cell transplantation  and 10 patients were suffering from some type of malignancy. All the other patients in this group were also suffering from severe organic diseases  required long treatment and experienced several clinical complications. 7 of the 56 proven cases would have been missed without autopsy. After the antimycotic prophylaxis regimen was altered  we noticed a significant decrease (p = 0.0004) of IA during the investigation period (2003-2007).                 Label=""CONCLUSION"" NlmCategory=""CONCLUSIONS"":Solid organ and stem cell transplantation remain important risk factors for IA  but several other types of immunosuppression should also be kept in mind. Clinical diagnosis of IA may be difficult (in this study 13% of all proven cases were diagnosed by autopsy only). Thus  we confirm the importance of IA surveillance in all high-risk patients. "
61,477,477,Elena,YES,Risk factors for invasive aspergillosis in acute myeloid leukemia patients prophylactically treated with posaconazole.,"Michallet, M",21314250,2011,10.3109/13693786.2011.557668,Med Mycol,eng,England,Invasive aspergillosis (IA) is an important cause of morbidity and mortality in neutropenic patients with hematological malignancies. To investigate the immediate and mid-term benefits of posaconazole prophylaxis in AML patients undergoing first induction chemotherapy and to study the infection risk factors  we prospectively studied the IA incidence in these patients at our hospital between years 2007 and 2008; then we compared them to a matched control group without prophylaxis. There were 55 and 66 patients in each group respectively. At day 32 post-induction  two probable cases (3.6%) were scored in the prophylaxis group compared to 8 cases (12.1%) in the control group (4 possible and 4 probable). At day 100  it reached 7.27% and 15.5% respectively. Kaplan-Meier analysis at day 100 showed lower mortality rate in the prophylaxis group compared to the control group [3.64% (n = 2  none due to IA) and 10.61% (n = 7  four due to IA) respectively  P = 0.002]. Multivariate analysis showed age and lack of response to induction as independent infection risk factors. Posaconazole prophylaxis resulted in lower incidence of IA and significantly improved survival. Patient's age and response to induction treatment are two independent infection risk factors  and need more attention during future clinical trials linked to antifungal prophylaxis.
62,481,481,Elena,NO,Invasive pulmonary aspergillosis in patients with HBV-related liver failure.,"Wang, W",21197619,2011,10.1007/s10096-010-1137-2,Eur J Clin Microbiol Infect Dis,eng,Germany,Invasive pulmonary aspergillosis (IPA) has been increasingly frequent in severe liver disease. We aim to investigate the clinical presentation  predisposing factors  and treatment of IPA in patients with liver failure caused by hepatitis B virus (HBV) infection. Medical records from 798 patients with HBV-related liver failure were reviewed. A total of 43 patients with probable IPA were selected as the case group  another 43 patients with bacterial infection and 43 patients without any infections were selected  for whose age  sex  date of admission  and the disease onset were matched with the case group. We evaluated the risk factors  clinical manifestations  treatment  and subsequent outcome of IPA in patients with HBV-related liver failure. Multivariate logistic regression models were used to demonstrate risk factors associated with IPA. Compared with patients with bacterial infection and those without any infection  patients with probable IPA used more antibiotics and steroids  and had poorer conditions and the highest mortality (P &lt; 0.0001). Multiple antibiotics use and frequent invasive procedures were independent factors associated with the occurrence of IPA in patients with HBV-related liver failure. Patients with HBV-related liver failure are predisposed to IPA and may have a more severe condition and poorer prognosis.
63,490,490,Elena,NO,Survey of aspergillosis in non-neutropenic patients in Swiss teaching hospitals.,"Garbino, J",20950331,2010,10.1111/j.1469-0691.2010.03402.x,Clin Microbiol Infect,eng,England,Invasive aspergillosis (IA) is a live-threatening opportunistic infection that is best described in haematological patients with prolonged neutropenia or graft-versus-host disease. Data on IA in non-neutropenic patients are limited. The aim of this study was to establish the incidence  disease manifestations and outcome of IA in non-neutropenic patients diagnosed in five Swiss university hospitals during a 2-year period. Case identification was based on a comprehensive screening of hospital records. All cases of proven and probable IA were retrospectively analysed. Sixty-seven patients were analysed (median age 60 years; 76% male). Sixty-three per cent of cases were invasive pulmonary aspergillosis (IPA)  and 17% of these were disseminated aspergillosis. The incidence of IPA was 1.2/10 000 admissions. Six of ten cases of extrapulmonary IA affected the brain. There were six cases of invasive rhinosinusitis  six cases of chronic pulmonary aspergillosis  and cases three of subacute pulmonary aspergillosis. The most frequent underlying condition of IA was corticosteroid treatment (57%)  followed by chronic lung disease (48%)  and intensive-care unit stays (43%). In 38% of patients with IPA  the diagnosis was established at autopsy. Old age was the only risk factor for post-mortem diagnosis  whereas previous solid organ transplantation and chronic lung disease were associated with lower odds of post-mortem diagnosis. The mortality rate was 57%.
64,506,506,Elena,YES,Factors associated with mortality in transplant patients with invasive aspergillosis.,"Baddley, JW",20450350,2010,10.1086/652768,Clin Infect Dis,eng,United States,"                 Label=""BACKGROUND"" NlmCategory=""BACKGROUND"":Invasive aspergillosis (IA) is an important cause of morbidity and mortality in hematopoietic stem cell transplant (HSCT) and solid organ transplant (SOT) recipients. The purpose of this study was to evaluate factors associated with mortality in transplant patients with IA.                 Label=""METHODS"" NlmCategory=""METHODS"":Transplant patients from 23 US centers were enrolled from March 2001 to October 2005 as part of the Transplant Associated Infection Surveillance Network. IA cases were identified prospectively in this cohort through March 2006  and data were collected. Factors associated with 12-week all-cause mortality were determined by logistic regression analysis and Cox proportional hazards regression.                 Label=""RESULTS"" NlmCategory=""RESULTS"":Six-hundred forty-two cases of proven or probable IA were evaluated  of which 317 (49.4%) died by the study endpoint. All-cause mortality was greater in HSCT patients (239 [57.5%] of 415) than in SOT patients (78 [34.4%] of 227; P&lt;.001). Independent poor prognostic factors in HSCT patients were neutropenia  renal insufficiency  hepatic insufficiency  early-onset IA  proven IA  and methylprednisolone use. In contrast  white race was associated with decreased risk of death. Among SOT patients  hepatic insufficiency  malnutrition  and central nervous system disease were poor prognostic indicators  whereas prednisone use was associated with decreased risk of death. Among HSCT or SOT patients who received antifungal therapy  use of an amphotericin B preparation as part of initial therapy was associated with increased risk of death.                 Label=""CONCLUSIONS"" NlmCategory=""CONCLUSIONS"":There are multiple variables associated with survival in transplant patients with IA. Understanding these prognostic factors may assist in the development of treatment algorithms and clinical trials. "
